series,channel,title,video_id,published_at
iOS13,디에디트 THE EDIT,"앱등이 12년차의 아이폰 꿀팁,, 1초만에 10년전 사진 찾는 법?",QMOC1MRZij0,2024-03-07T11:12:26Z
15,디에디트 THE EDIT,"색감 때문에 아이폰 쓴다는 사람 나오세요;; 갤럭시S24 기본형, 울트라, 아이폰15 카메라 비교 리뷰",Ply3eDRZGmw,2024-01-26T11:37:00Z
15,디에디트 THE EDIT,아이폰15 프로 버리고 아이폰15 쓰는 이유,Uth06Ej0CSQ,2023-12-12T10:50:36Z
15,디에디트 THE EDIT,비싸도 아이폰 15 프로 맥스를 사는 이유,k6DfrHe1u64,2023-10-28T10:45:02Z
15,디에디트 THE EDIT,이 영상 보고 아이폰15 프로 환불했습니다… (아이폰15 & 아이폰15 프로 카메라 비교),tKUEH3t62R8,2023-10-17T11:12:06Z
15,디에디트 THE EDIT,"제가 앱등이로 보여요? 아이폰15, 아이폰15 프로 전모델 전컬러 언박싱 달립니다,,,(휴대폰 대리점 ASMR)",a0VdFV6CtSY,2023-10-11T01:00:02Z
15,디에디트 THE EDIT,카메라 때문에 아이폰15 프로 살 생각이면…,1UfVl3S6v0Q,2023-09-26T13:40:26Z
15,디에디트 THE EDIT,"아이폰에 USB-C 들어간 게 혁신임? ㅋㅋ (아이폰15에 5K 모니터, 외장 SSD 연결해봄)",QHqU4JUPipY,2023-09-24T10:52:10Z
iOS17,디에디트 THE EDIT,아이폰 왜 이렇게 좋아졌음??,FwpH43xuKbM,2023-09-22T14:27:35Z
15,디에디트 THE EDIT,애플 홈페이지 사진 믿지 마세요... 아이폰15 프로 & 아이폰15 전컬러 실물 색감,FCphIXYc8w4,2023-09-19T09:49:19Z
15,디에디트 THE EDIT,아이폰15는 가격이 혁신인데? 아이폰15 프로 & 애플워치9 &애플워치 울트라2 실물 리뷰,Z8v_JTADOiY,2023-09-13T10:27:31Z
iOS16,디에디트 THE EDIT,아이폰 vs 갤럭시 싸우는 게 의미없는 이유...,SSDoScgwb2c,2023-08-24T10:30:08Z
iOS16,디에디트 THE EDIT,"3가지 이상 알면 인정,, 아이폰 사진앱 개꿀팁 9가지!!! (원하는 사진 바로 찾는 법)",5W34KB5h97Y,2023-05-08T12:20:00Z
14,디에디트 THE EDIT,노랑색 아이폰 전부 비교해봄? 아이폰14 옐로 언박싱! 색감 레전드 ㅠㅠ,_odIheV5TOE,2023-03-14T10:43:52Z
14,디에디트 THE EDIT,"아직도 아이폰이 더 좋아보여? 갤럭시S23 카메라 리뷰… 레전드임 ㅠㅠ (갤럭시S22 울트라, 갤럭시S23,아이폰14 프로 비교)",gvCaVE10jZ0,2023-02-14T10:36:33Z
iOS16,디에디트 THE EDIT,"애플이 말해주지 않는 아이폰 기본앱의 비밀,, 미리알림으로 인생 바꾼 사람,,(사용법 알려드림)",ru8snbZMTQQ,2023-02-09T11:40:00Z
14,디에디트 THE EDIT,"아이폰 14 프로 2달 사용한 썰푼다, 다이내믹 아일랜드 장단점…",k11i2LmE-Mc,2023-01-03T09:30:16Z
iOS16,디에디트 THE EDIT,꼭 봐주세요.. 아이폰에 이 설정을 해야 위급상황에 신원을 확인할 수 있습니다,mK0BNZFHUvE,2022-11-07T10:02:34Z
14,디에디트 THE EDIT,"아이폰14 프로 카메라 구형 아이폰과 전부 비교해봤습니다!! 아이폰11프로, 아이폰12프로, 아이폰13프로, 갤럭시S22 울트라 비교 리뷰",l7hjou8yZhk,2022-10-18T09:41:33Z
14,디에디트 THE EDIT,"아이폰14 시리즈 실사용 후기 장점&단점 알려드림, 전모델 가져왔습니다",jX8cBnH35Gk,2022-10-06T04:18:38Z
iOS16,디에디트 THE EDIT,요즘 인싸들은 아이폰 사진으로 이런 거 만들어요... (iOS16 누끼 기능 심화편),bUfEJL5O7xQ,2022-09-26T09:30:11Z
14,디에디트 THE EDIT,"아이폰 14 Pro 써보고 말합니다, 다이내믹 아일랜드는 혁신이에요",1sq0JKiH_lE,2022-09-15T08:00:02Z
iOS15,디에디트 THE EDIT,삶의 질을 바꾸는 아이폰 꿀팁...(여태 몰랐다는 게 당황스러움;;),of8SCqOOIao,2022-09-13T09:30:07Z
14,디에디트 THE EDIT,"아이폰14 미국에서 실물 써본 후기, 모든 게 완벽한데 가격이… (전컬러 실물 보여드림)",M4qlyVxa6YI,2022-09-08T08:19:21Z
iOS16,디에디트 THE EDIT,애플 쓰는 게 편한 이유;; 아이폰 사진 앱에 생긴 놀라운 기능 알려드림,aLoK2CWXcZk,2022-06-29T09:30:00Z
iOS16,디에디트 THE EDIT,"아이폰 사용자는 이 영상을 꼭 보세요… WWDC 총정리 (iOS16, MacOS, M2, 맥북 에어, iPadOS16)",B0ZaSdfGZQI,2022-06-07T10:26:35Z
SE3,디에디트 THE EDIT,대체 왜 아이폰SE 3세대를 쓰냐고? 실사용자가 말하는 찐 장단점...!!,O42MqMor49Y,2022-04-15T09:30:04Z
iOS14,디에디트 THE EDIT,아이폰 홈화면 이렇게 설정하면 삶의 질이 올라간다…따라해 제발…,dC6i596tpAY,2022-03-28T10:50:03Z
13,디에디트 THE EDIT,역대 아이폰 그린 컬러 다 모았음... 아이폰13그린 & 아이폰13 프로 알파인 그린 실물 언박싱,kwyTb0zLqXs,2022-03-24T11:05:01Z
SE3,디에디트 THE EDIT,"59만원짜리 아이폰SE 3세대 직접 써봤습니다, 살지말지 알려드림",IcKb79_IsHw,2022-03-23T09:39:00Z
iOS15.4,디에디트 THE EDIT,"아이폰의 미친 기능… 마스크 쓰고 페이스 아이디, 로그인, 결제까지 가능?",xfYze8dDa60,2022-03-16T11:30:41Z
iOS14,디에디트 THE EDIT,아이폰 사진 인스타에 올릴때 2초동안 누르고 있으면 이렇게 바뀝니다,iPPV5JEOOA4,2022-01-13T09:00:17Z
13,디에디트 THE EDIT,아이폰13 Pro 2달 동안 미친듯이 써본 리뷰,62uSNhBZKcc,2021-12-09T10:03:28Z
13,디에디트 THE EDIT,아이폰 쓰는데 이걸 왜 몰라ㅠㅠ 11년차 앱등이의 아이폰 초기 설정법 & 꿀팁,DSu_iyKCYHU,2021-11-05T07:30:01Z
13,디에디트 THE EDIT,이 촬영은 아이폰13만 가능합니다...,kBt_4bb82uI,2021-10-14T10:16:18Z
13,디에디트 THE EDIT,이번엔 아이폰13 카메라가 갤럭시보다 더 좋네요,Nf5EXOEg0Pc,2021-10-02T01:00:04Z
13,디에디트 THE EDIT,아이폰13 사실 때 알려드릴 게 있습니다...,w5EjoC65NmE,2021-10-01T07:12:30Z
13,디에디트 THE EDIT,"얘들아, 아이폰13 실물 구해왔다… 아이폰13 미니 핑크& 아이폰13 프로 시에라 블루 언박싱!",33rxT51THV0,2021-09-24T22:18:06Z
13,디에디트 THE EDIT,솔직하게 아이폰13 어떻게 생각해요?,txMSrUPdb2M,2021-09-15T04:41:32Z
iOS15,디에디트 THE EDIT,"WWDC 10분 요약, 아이폰 새로운 기능 알려드림",PSttwW3RDFo,2021-06-08T01:24:32Z
12,디에디트 THE EDIT,국내최초 아이폰12 퍼플 언박싱! 실물보면 약간 충격적인 보라색...,VB_HAdO7g3k,2021-04-27T22:00:20Z
12,디에디트 THE EDIT,갤럭시S21과 아이폰12 영상을 비교하다 치명적인 문제를 발견했습니다...,4GliIxZIrnE,2021-03-03T10:56:39Z
12,디에디트 THE EDIT,갤럭시 카메라는 1억화소인데 아이폰은 1200만화소인 진짜 이유,Fe49reCh9U0,2021-02-10T11:30:01Z
12,디에디트 THE EDIT,솔직히 갤럭시가 나은데? 갤럭시S21 VS 아이폰12 프로 카메라 본격 비교 리뷰!,-ymk38pfEwE,2021-02-03T10:14:38Z
12,디에디트 THE EDIT,아이폰12 아홉가지 모든 색상 4K로 보여드림 / 휴대폰 대리점 롤플레이 ASMR,3dIJO2zDYB4,2020-12-02T09:02:20Z
12,디에디트 THE EDIT,아이폰12 프로 맥스 카메라가 역대급인 이유,8RAOc0ZU-9s,2020-11-30T11:52:25Z
12,디에디트 THE EDIT,"아이폰12 미니 드립니다,,, 대표한테 혼나도 좋습니다,,, 이벤트하겠읍니다,,",6GIzcAYtKLU,2020-11-21T02:00:01Z
12,디에디트 THE EDIT,아이폰 새로 샀음? 초기 설정 꿀팁부터 사용법까지 다 알려드림!,lZONqGf3Syg,2020-11-20T02:53:02Z
12,디에디트 THE EDIT,"오류 해결 됐습니다! 아이폰12 미니, 강화유리 터치 불량 iOS 업데이트로 수정됐습니다.",Lek2dkXjJyw,2020-11-18T11:05:34Z
12,디에디트 THE EDIT,"190만원짜리 아이폰12 프로 맥스 산 이유? 언박싱부터 크기 비교, 카메라 차이까지!",6D3jqa_AdJE,2020-11-17T13:27:38Z
12,디에디트 THE EDIT,"아이폰12 미니 진짜 개봉기, 사기 전에 꼭 비교해보세요 ㅠㅠ (종이아님)",-ok5cWGAJAE,2020-11-15T14:07:08Z
12,디에디트 THE EDIT,"아이폰12와 소니 ZV-1, 고프로를 비교했음, 유튜브 시작하고 싶어요?!",WqD6gP89Dhk,2020-11-11T11:49:15Z
12,디에디트 THE EDIT,아이폰12 색감이 갤럭시처럼 변했음? 아이폰12프로 카메라 완벽리뷰! 아이폰11 Pro 쓰는 분 꼭 보세요…(오이현상까지),zl8G-P4LDIo,2020-11-01T13:56:23Z
12,디에디트 THE EDIT,"아이폰12, 12 Pro 국내판 입수! 차이점 비교 총정리! (애플에서 빌려옴)",jTHqZTv1txA,2020-10-28T21:00:06Z
12,디에디트 THE EDIT,아이폰12 미니 실물 크기 진짜 귀여움! 아이폰12프로 스펙 총정리 / iPhone 12,k1bp-9R-Vfs,2020-10-14T02:42:46Z
iOS14,디에디트 THE EDIT,"iOS14 신기능 총정리! 유튜브 PIP 방법부터, 폰꾸미기 단축어 설정까지 몽땅 알려드림🍎",7bVJlzu0GMg,2020-09-23T10:34:35Z
iOS14,디에디트 THE EDIT,애플이 발표한 에어팟 신기능? 에어팟 사용자들 개이득... iOS14 미쳤네요ㅠ (ft.영디비) WWDC 2020,NsXFeQZE0yo,2020-06-26T10:45:00Z
iOS14,디에디트 THE EDIT,"애플의 중대발표, 아이폰 완전 바뀐다? iOS14부터 인텔과의 결별까지 완벽 총정리 WWDC 2020",m6RCWT3I8ng,2020-06-23T13:02:20Z
iOS13,디에디트 THE EDIT,드디어 아이폰 업데이트... 마스크 끼고 페이스아이디 쓰는 분들 보세요!,PXSGKx1AGlo,2020-05-22T11:00:26Z
SE2,디에디트 THE EDIT,아이폰SE 2세대 카메라의 진실을 알려드립니다,Pz8hc5ou-Bo,2020-05-18T12:00:12Z
iOS13,디에디트 THE EDIT,"대부분 잘 모르는 아이폰 숨은 기능, 애플은 왜 이런 기능을 만들었을까?",mmTAuAlknPE,2020-05-04T12:00:33Z
SE2,디에디트 THE EDIT,"뭐야 이거... 아이폰SE 2세대 개봉기, 사진 찍어보고 놀란 이유?",iA9_eiqugK4,2020-04-29T11:29:18Z
SE2,디에디트 THE EDIT,55만원? 아이폰SE가 저렴한 진짜 이유! 2세대 장단점 총정리! 지르기 전에 보세요!,JSD1rzTp0Uo,2020-04-16T11:27:17Z
11,디에디트 THE EDIT,이거  아는 사람 있음? 진짜 쉬운 아이폰 꿀팁... 메모앱 100% 활용하는 방법 총정리!,DVnNiaU3J8Y,2020-03-31T12:00:05Z
11,디에디트 THE EDIT,가성비 때문에 아이폰11 사면 후회할까요? 장단점 총정리해드림! (ft.아이폰XR),oXmf-0rdIeI,2020-03-23T11:58:09Z
iOS13,디에디트 THE EDIT,"사진천재가 말한다, 어플은 필요 없다고... 아이폰 기본앱으로 사진 보정하는 꿀팁! (ft. iOS13)",1Xbaxv0IWWs,2019-12-17T10:00:05Z
11,디에디트 THE EDIT,갓 아이폰11 프로 카메라 찬양해! 야간 모드로 별을 찍었어요! (+갤럭시노트10 비교샷 포함),oGcXQl4bSz8,2019-10-06T13:42:12Z
11,디에디트 THE EDIT,대표님 돈으로 몰래 아이폰11 프로를 사보았다... 아이폰11 디자인에 대한 일반인 반응은? (언박싱 아님 주의),V9_2-Je7uVg,2019-09-23T13:45:14Z
11,디에디트 THE EDIT,실제로 써봄! 아이폰11이 아이폰11 Pro 보다 잘 팔릴 것 같은 이유? 신제품 차이 총정리! / iPhone 11 vs iPhone 11 Pro Hands On,-xSOytloxBc,2019-09-13T02:53:36Z
11,디에디트 THE EDIT,아이폰11 디자인 실물로 보고 왔어요! 카메라 호? 불호? iPhone11 & iPhone11 Pro Hands-on,3xzNxYP7SFU,2019-09-11T05:43:17Z
iOS13,디에디트 THE EDIT,이거 몰라요? 아이폰 사진 용량 관리 개꿀팁 총정리! (ft.사진천재 에디터M),ZUv5u7FAnTE,2019-07-04T13:12:48Z